0. , 2 , 0 , 0 , 50 , 50;
0.385155366343 , 3 , 0 , 0 , 50 , 50;
0.563562636451 , 1 , 50 , 50 , 50 , 49;
0.772117640991 , 1 , 50 , 49 , 50 , 50;
0.803876106984 , 1 , 50 , 50 , 50 , 49;
1.09396446468 , 1 , 50 , 49 , 50 , 48;
1.23073320803 , 1 , 50 , 48 , 50 , 49;
1.24649150261 , 3 , 0 , 0 , 50 , 50;
1.35336210435 , 3 , 0 , 0 , 50 , 50;
1.35816667188 , 3 , 0 , 0 , 50 , 50;
1.3864130924 , 1 , 50 , 50 , 50 , 49;
1.42263816829 , 1 , 50 , 49 , 49 , 49;
1.42567567157 , 1 , 49 , 49 , 49 , 48;
1.43539618551 , 3 , 0 , 0 , 50 , 50;
1.47048711797 , 1 , 50 , 50 , 49 , 50;
1.48541778054 , 1 , 50 , 49 , 51 , 49;
1.49683299187 , 1 , 51 , 49 , 51 , 48;
1.49853236262 , 1 , 49 , 48 , 49 , 47;
1.50071002279 , 1 , 49 , 50 , 49 , 49;
1.52951502584 , 1 , 50 , 50 , 49 , 50;
1.55454869482 , 1 , 51 , 48 , 52 , 48;
1.58297107128 , 1 , 49 , 50 , 48 , 50;
1.5912585029 , 1 , 52 , 48 , 52 , 49;
1.59626239773 , 1 , 49 , 47 , 49 , 46;
1.63733521219 , 1 , 49 , 49 , 48 , 49;
1.65167027922 , 1 , 48 , 50 , 48 , 51;
1.70610281246 , 1 , 52 , 49 , 52 , 50;
1.71251199828 , 1 , 52 , 50 , 51 , 50;
1.73738808448 , 1 , 48 , 51 , 47 , 51;
1.74075576193 , 1 , 50 , 50 , 50 , 49;
1.76453802448 , 1 , 47 , 51 , 48 , 51;
1.78817659754 , 1 , 48 , 51 , 47 , 51;
1.80660647184 , 1 , 51 , 50 , 51 , 49;
1.83984648277 , 1 , 51 , 49 , 51 , 48;
1.84189208945 , 1 , 47 , 51 , 48 , 51;
1.84334700886 , 1 , 48 , 51 , 48 , 52;
1.88106457716 , 1 , 51 , 48 , 51 , 49;
1.88458540971 , 3 , 0 , 0 , 50 , 50;
1.92063820802 , 1 , 48 , 49 , 49 , 49;
1.9470733508 , 1 , 51 , 49 , 51 , 48;
1.97161765695 , 1 , 51 , 48 , 51 , 49;
2.05761322778 , 1 , 48 , 52 , 48 , 51;
2.07786121347 , 1 , 51 , 49 , 51 , 48;
2.0856929238 , 1 , 49 , 46 , 49 , 45;
2.09560219313 , 3 , 0 , 0 , 50 , 50;
2.14219403725 , 1 , 51 , 48 , 51 , 47;
2.15324775664 , 1 , 50 , 50 , 50 , 51;
2.20139674518 , 1 , 48 , 51 , 48 , 50;
2.23903978562 , 1 , 50 , 49 , 50 , 48;
2.26465919833 , 1 , 49 , 49 , 49 , 50;
2.29049806349 , 3 , 0 , 0 , 50 , 50;
2.31943435816 , 1 , 48 , 50 , 48 , 49;
2.38328297995 , 1 , 51 , 47 , 52 , 47;
2.48377105078 , 3 , 0 , 0 , 50 , 50;
2.48973696359 , 3 , 0 , 0 , 50 , 50;
2.50395001237 , 1 , 49 , 45 , 49 , 44;
2.51171740594 , 1 , 50 , 50 , 51 , 50;
2.52112420454 , 1 , 52 , 47 , 52 , 48;
2.53395935078 , 1 , 48 , 49 , 48 , 50;
2.59505440967 , 1 , 50 , 51 , 51 , 51;
2.62424458521 , 1 , 51 , 51 , 51 , 52;
2.63024001256 , 1 , 50 , 50 , 51 , 50;
2.63128345674 , 1 , 51 , 50 , 51 , 49;
2.63700782036 , 1 , 51 , 49 , 51 , 48;
2.64434942394 , 3 , 0 , 0 , 50 , 50;
2.67846219634 , 1 , 50 , 50 , 50 , 49;
2.70975121954 , 1 , 51 , 48 , 51 , 47;
2.7272883574 , 1 , 51 , 52 , 51 , 51;
2.75155640113 , 1 , 50 , 50 , 50 , 51;
2.78167596273 , 1 , 50 , 48 , 49 , 48;
2.80218897924 , 1 , 51 , 51 , 52 , 51;
2.82114109427 , 1 , 50 , 49 , 51 , 49;
2.83606693201 , 1 , 52 , 48 , 52 , 47;
2.85392986966 , 1 , 52 , 47 , 52 , 46;
2.86580961335 , 1 , 50 , 51 , 50 , 52;
2.88552020775 , 1 , 51 , 47 , 50 , 47;
2.89226754571 , 1 , 49 , 44 , 49 , 43;
2.90309688973 , 1 , 50 , 52 , 50 , 53;
2.91325275221 , 1 , 50 , 47 , 49 , 47;
2.92688138485 , 3 , 0 , 0 , 50 , 50;
2.94522690647 , 1 , 52 , 51 , 52 , 50;
2.97134200484 , 1 , 49 , 43 , 48 , 43;
2.98267844344 , 1 , 51 , 49 , 50 , 49;
3.01393545197 , 1 , 49 , 48 , 49 , 49;
3.03678725268 , 1 , 48 , 50 , 48 , 51;
3.04744573209 , 1 , 52 , 46 , 53 , 46;
3.05619090884 , 1 , 48 , 51 , 48 , 52;
3.05877188587 , 1 , 48 , 43 , 48 , 42;
3.06167431429 , 1 , 48 , 42 , 48 , 41;
3.11410209398 , 1 , 49 , 50 , 48 , 50;
3.14688983966 , 1 , 52 , 50 , 52 , 51;
3.19118221472 , 1 , 50 , 50 , 50 , 51;
3.19763477804 , 1 , 48 , 52 , 48 , 51;
3.19946640262 , 1 , 53 , 46 , 54 , 46;
3.21178882046 , 1 , 48 , 41 , 48 , 42;
3.2125138652 , 1 , 50 , 49 , 50 , 48;
3.24097026745 , 1 , 49 , 47 , 49 , 46;
3.27279705508 , 1 , 50 , 53 , 50 , 54;
3.27756721254 , 1 , 50 , 54 , 51 , 54;
3.31368943396 , 1 , 48 , 51 , 47 , 51;
3.31409784211 , 1 , 52 , 51 , 52 , 50;
3.32435156948 , 1 , 54 , 46 , 54 , 45;
3.33828439485 , 1 , 48 , 42 , 48 , 41;
3.35479692242 , 1 , 50 , 51 , 49 , 51;
3.35576478465 , 1 , 50 , 48 , 49 , 48;
3.36974881464 , 1 , 48 , 50 , 48 , 49;
3.37423318275 , 1 , 49 , 51 , 50 , 51;
3.37529352684 , 1 , 48 , 41 , 48 , 42;
3.37662503768 , 1 , 52 , 50 , 52 , 49;
3.3788896643 , 1 , 49 , 46 , 48 , 46;
3.38399222583 , 1 , 54 , 45 , 53 , 45;
3.3939729178 , 1 , 47 , 51 , 47 , 50;
3.39845285362 , 1 , 53 , 45 , 53 , 46;
3.4019511319 , 1 , 49 , 49 , 49 , 50;
3.42209065993 , 1 , 49 , 50 , 49 , 51;
3.42802543731 , 1 , 51 , 50 , 52 , 50;
3.43114927155 , 1 , 51 , 54 , 51 , 55;
3.43493605874 , 1 , 49 , 48 , 49 , 47;
3.43984558435 , 1 , 48 , 42 , 47 , 42;
3.44415845965 , 1 , 49 , 51 , 49 , 50;
3.45395472358 , 1 , 51 , 55 , 51 , 56;
3.47820490301 , 1 , 50 , 50 , 51 , 50;
3.48378053974 , 1 , 47 , 50 , 46 , 50;
3.52183139956 , 1 , 52 , 49 , 52 , 48;
3.52452359803 , 1 , 52 , 50 , 52 , 51;
3.53020873236 , 1 , 52 , 51 , 51 , 51;
